学号,姓名,语文,数学,英语,物理,化学,生物
20243811,学生3811,82,87,66,48,45,54
20243812,学生3812,65,78,43,99,94,96
20243813,学生3813,55,100,69,70,99,89
20243814,学生3814,44,41,100,78,62,64
20243815,学生3815,72,60,62,91,81,87
20243816,学生3816,81,72,84,58,70,60
20243817,学生3817,50,46,93,57,95,42
20243818,学生3818,69,76,59,89,75,63
20243819,学生3819,94,51,51,57,42,69
20243820,学生3820,96,65,91,76,90,71
20243821,学生3821,92,67,44,87,80,87
20243822,学生3822,77,61,84,57,93,95
20243823,学生3823,59,72,65,84,42,42
20243824,学生3824,65,72,90,59,70,91
20243825,学生3825,86,48,65,60,93,96
20243826,学生3826,46,92,96,58,89,88
20243827,学生3827,93,42,73,88,99,45
20243828,学生3828,59,84,61,98,45,86
20243829,学生3829,54,100,44,68,94,82
20243830,学生3830,84,66,89,52,90,96
20243831,学生3831,66,51,73,52,82,49
20243832,学生3832,92,70,43,69,77,76
20243833,学生3833,76,83,51,75,77,99
20243834,学生3834,69,79,83,54,84,90
20243835,学生3835,68,82,92,96,48,45
20243836,学生3836,55,63,75,59,53,63
20243837,学生3837,80,49,92,63,61,40
20243838,学生3838,97,56,86,44,88,43
20243839,学生3839,40,56,73,67,63,47
20243840,学生3840,62,48,69,69,43,82
20243841,学生3841,84,82,76,96,63,52
20243842,学生3842,60,95,84,71,80,65
20243843,学生3843,77,57,59,92,88,72
20243844,学生3844,91,61,54,100,96,46
20243845,学生3845,88,60,81,84,46,83
20243846,学生3846,89,88,90,60,85,54
20243847,学生3847,97,75,54,43,83,47
20243848,学生3848,93,46,57,91,61,73
20243849,学生3849,87,60,93,45,90,88
20243850,学生3850,84,70,70,100,46,100
20243851,学生3851,87,94,90,74,40,77
20243852,学生3852,69,68,55,61,64,74
20243853,学生3853,88,76,49,44,88,100
20243854,学生3854,54,93,82,86,65,73
20243855,学生3855,46,75,92,42,82,68
20243856,学生3856,85,69,79,84,63,93
20243857,学生3857,80,74,78,73,97,60
20243858,学生3858,54,98,97,61,96,59
20243859,学生3859,75,66,44,87,52,44
20243860,学生3860,82,55,80,47,95,48
20243861,学生3861,63,92,80,92,49,44
20243862,学生3862,99,45,57,65,72,94
20243863,学生3863,99,80,53,58,60,69
20243864,学生3864,100,60,83,81,53,43
20243865,学生3865,94,66,65,74,68,43
20243866,学生3866,62,66,45,45,44,64
20243867,学生3867,41,56,67,78,62,77
20243868,学生3868,86,54,70,60,58,64
20243869,学生3869,66,42,69,51,90,75
20243870,学生3870,46,55,82,44,77,91
20243871,学生3871,67,66,63,89,71,79
20243872,学生3872,56,79,94,73,79,49
20243873,学生3873,67,59,57,56,99,51
20243874,学生3874,45,66,63,57,82,46
20243875,学生3875,76,44,51,68,79,95
20243876,学生3876,100,50,57,64,73,43
20243877,学生3877,40,48,62,69,90,73
20243878,学生3878,66,81,97,61,55,49
20243879,学生3879,52,92,59,91,65,51
20243880,学生3880,72,86,54,66,89,52
20243881,学生3881,78,98,62,45,100,85
20243882,学生3882,91,65,89,93,84,63
20243883,学生3883,80,55,72,54,43,71
20243884,学生3884,45,81,92,52,46,40
20243885,学生3885,97,46,95,68,100,57
20243886,学生3886,82,57,61,89,54,89
20243887,学生3887,51,94,47,92,86,54
20243888,学生3888,84,96,82,45,56,96
20243889,学生3889,91,68,90,51,72,98
20243890,学生3890,78,64,40,42,87,89
20243891,学生3891,64,40,87,60,44,92
20243892,学生3892,43,50,94,93,60,72
20243893,学生3893,55,99,64,94,74,87
20243894,学生3894,87,60,62,49,49,73
20243895,学生3895,58,69,83,57,51,66
20243896,学生3896,48,100,99,99,49,66
20243897,学生3897,69,80,77,41,93,95
20243898,学生3898,76,58,99,62,98,48
20243899,学生3899,51,62,44,76,87,57
20243900,学生3900,52,84,59,86,60,84
20243901,学生3901,42,88,95,50,53,60
20243902,学生3902,42,87,57,66,73,40
20243903,学生3903,69,92,65,87,80,65
20243904,学生3904,98,79,94,87,42,41
20243905,学生3905,52,72,75,93,99,92
20243906,学生3906,55,50,62,43,69,78
20243907,学生3907,57,60,100,89,65,93
20243908,学生3908,86,67,65,45,86,84
20243909,学生3909,94,64,69,85,59,86
20243910,学生3910,60,65,57,72,57,61
20243911,学生3911,77,40,42,95,83,61
20243912,学生3912,62,81,96,78,64,59
20243913,学生3913,74,93,45,91,84,49
20243914,学生3914,84,70,94,91,80,55
20243915,学生3915,60,99,86,44,87,73
20243916,学生3916,58,94,46,68,85,78
20243917,学生3917,73,70,49,91,81,63
20243918,学生3918,86,95,47,64,80,91
20243919,学生3919,58,65,49,100,76,74
20243920,学生3920,95,81,96,99,41,59
20243921,学生3921,99,62,86,50,49,80
20243922,学生3922,58,46,77,85,48,55
20243923,学生3923,89,40,60,69,95,78
20243924,学生3924,47,85,42,45,80,90
20243925,学生3925,63,81,94,89,100,65
20243926,学生3926,55,78,70,43,80,41
20243927,学生3927,46,78,43,64,85,58
20243928,学生3928,47,65,53,76,50,81
20243929,学生3929,98,41,62,51,45,91
20243930,学生3930,41,75,85,71,79,71
20243931,学生3931,59,93,52,82,89,69
20243932,学生3932,53,49,80,51,80,55
20243933,学生3933,88,66,53,57,69,71
20243934,学生3934,45,80,57,57,57,96
20243935,学生3935,41,56,69,87,77,78
20243936,学生3936,54,96,100,77,58,58
20243937,学生3937,55,87,76,90,83,92
20243938,学生3938,49,77,83,51,48,62
20243939,学生3939,64,88,72,77,48,79
20243940,学生3940,73,90,50,89,91,55
20243941,学生3941,41,56,72,90,44,84
20243942,学生3942,69,57,66,69,78,88
20243943,学生3943,98,70,89,99,78,60
20243944,学生3944,46,75,53,90,85,94
20243945,学生3945,88,76,61,96,50,65
20243946,学生3946,78,55,60,68,58,64
20243947,学生3947,86,47,99,99,49,95
20243948,学生3948,75,66,66,96,55,96
20243949,学生3949,76,96,42,87,75,72
20243950,学生3950,100,60,57,88,82,74
20243951,学生3951,82,41,85,67,89,60
20243952,学生3952,80,65,44,69,88,88
20243953,学生3953,59,75,96,55,65,72
20243954,学生3954,98,53,48,59,69,66
20243955,学生3955,89,78,79,100,56,59
20243956,学生3956,77,57,96,49,95,83
20243957,学生3957,71,68,86,72,40,78
20243958,学生3958,83,77,73,62,64,94
20243959,学生3959,91,45,51,50,79,48
20243960,学生3960,80,92,70,62,84,62
20243961,学生3961,82,87,74,59,59,47
20243962,学生3962,71,61,97,44,55,54
20243963,学生3963,42,70,56,85,47,66
20243964,学生3964,72,76,85,75,84,92
20243965,学生3965,95,68,87,93,49,97
20243966,学生3966,84,81,47,95,52,71
20243967,学生3967,80,81,93,47,48,85
20243968,学生3968,75,94,72,57,41,40
20243969,学生3969,54,67,71,84,79,97
20243970,学生3970,91,75,65,44,46,78
20243971,学生3971,65,81,60,96,59,71
20243972,学生3972,70,76,57,41,83,44
20243973,学生3973,76,93,64,67,73,88
20243974,学生3974,63,43,69,59,87,93
20243975,学生3975,45,91,84,46,49,51
20243976,学生3976,69,43,74,44,51,56
20243977,学生3977,68,74,81,43,82,72
20243978,学生3978,63,98,98,70,97,45
20243979,学生3979,62,95,90,93,79,75
20243980,学生3980,53,79,62,60,51,57
20243981,学生3981,61,73,67,66,70,49
20243982,学生3982,59,83,60,85,51,76
20243983,学生3983,70,86,86,92,72,65
20243984,学生3984,41,78,60,60,53,71
20243985,学生3985,64,91,88,96,71,81
20243986,学生3986,88,78,42,97,46,66
20243987,学生3987,86,57,64,47,100,81
20243988,学生3988,84,77,72,48,59,82
20243989,学生3989,46,51,77,88,86,53
20243990,学生3990,82,85,66,74,59,58
20243991,学生3991,48,72,76,89,89,100
20243992,学生3992,54,58,56,59,50,98
20243993,学生3993,82,76,93,51,93,52
20243994,学生3994,58,50,75,78,75,52
20243995,学生3995,73,100,81,89,73,83
20243996,学生3996,75,99,71,51,91,41
20243997,学生3997,49,65,66,64,71,42
20243998,学生3998,52,54,86,66,46,49
20243999,学生3999,74,71,79,72,80,59
20244000,学生4000,94,96,58,41,47,62
20244001,学生4001,83,41,51,84,74,42
20244002,学生4002,45,99,75,70,66,95
20244003,学生4003,78,60,52,58,88,99
20244004,学生4004,57,66,85,92,44,71
20244005,学生4005,78,45,80,96,100,82
20244006,学生4006,80,45,47,76,44,50
20244007,学生4007,46,70,96,74,91,52
20244008,学生4008,77,58,47,89,80,45
20244009,学生4009,46,71,78,71,86,49
20244010,学生4010,62,51,75,78,94,90
20244011,学生4011,65,62,41,77,55,92
20244012,学生4012,76,52,46,42,71,77
20244013,学生4013,54,93,45,98,94,60
20244014,学生4014,96,68,61,91,96,96
20244015,学生4015,100,100,55,87,69,61
20244016,学生4016,89,82,83,42,76,100
20244017,学生4017,68,56,56,99,60,62
20244018,学生4018,99,63,87,73,51,82
20244019,学生4019,76,47,69,43,96,66
20244020,学生4020,89,53,86,96,91,69
20244021,学生4021,75,71,58,82,57,97
20244022,学生4022,74,100,55,88,46,81
20244023,学生4023,100,68,58,96,45,58
20244024,学生4024,55,49,54,54,96,95
20244025,学生4025,49,74,63,76,48,57
20244026,学生4026,63,66,65,60,98,84
20244027,学生4027,76,48,82,89,91,44
20244028,学生4028,80,69,64,78,73,89
20244029,学生4029,87,94,54,54,66,88
20244030,学生4030,45,44,69,72,52,82
20244031,学生4031,44,60,69,65,54,79
20244032,学生4032,73,76,76,71,93,93
20244033,学生4033,66,74,61,72,51,94
20244034,学生4034,44,96,88,97,63,71
20244035,学生4035,97,68,52,44,90,48
20244036,学生4036,95,70,45,43,69,84
20244037,学生4037,44,86,100,79,64,66
20244038,学生4038,62,77,64,80,51,98
20244039,学生4039,54,67,65,44,74,53
20244040,学生4040,86,100,86,87,56,61
20244041,学生4041,48,83,68,48,49,72
20244042,学生4042,78,62,95,94,56,54
20244043,学生4043,60,94,63,76,53,77
20244044,学生4044,58,51,98,54,88,96
20244045,学生4045,94,89,82,97,97,71
20244046,学生4046,47,91,91,71,78,59
20244047,学生4047,51,49,100,46,52,47
20244048,学生4048,67,42,41,63,85,54
20244049,学生4049,72,72,40,79,63,80
20244050,学生4050,74,53,78,65,100,88
20244051,学生4051,81,65,96,94,77,97
20244052,学生4052,92,89,41,76,66,53
20244053,学生4053,97,66,71,86,74,59
20244054,学生4054,77,61,80,52,74,48
20244055,学生4055,89,45,64,67,60,66
20244056,学生4056,49,63,41,99,64,65
20244057,学生4057,40,79,74,63,57,54
20244058,学生4058,50,81,81,97,78,93
20244059,学生4059,45,43,66,69,85,41
20244060,学生4060,97,97,89,96,98,78
20244061,学生4061,76,76,61,81,95,64
20244062,学生4062,71,66,62,57,52,69
20244063,学生4063,95,45,97,48,81,64
20244064,学生4064,54,70,86,57,83,53
20244065,学生4065,73,97,100,62,92,53
20244066,学生4066,94,74,47,69,40,70
20244067,学生4067,64,85,87,53,97,99
20244068,学生4068,60,100,98,95,51,56
20244069,学生4069,47,50,98,96,87,54
20244070,学生4070,62,94,55,75,79,86
20244071,学生4071,85,76,99,54,46,78
20244072,学生4072,95,73,59,74,80,79
20244073,学生4073,63,90,74,42,73,88
20244074,学生4074,44,43,99,57,70,91
20244075,学生4075,98,41,61,52,66,75
20244076,学生4076,59,89,42,92,66,84
20244077,学生4077,86,60,63,62,63,94
20244078,学生4078,88,57,60,47,75,55
20244079,学生4079,99,57,47,45,67,81
20244080,学生4080,60,41,100,84,64,48
20244081,学生4081,62,50,53,78,68,78
20244082,学生4082,52,84,52,70,52,59
20244083,学生4083,72,57,84,67,43,69
20244084,学生4084,62,99,73,50,57,41
20244085,学生4085,64,96,63,98,68,43
20244086,学生4086,67,78,47,86,40,81
20244087,学生4087,91,52,45,56,98,40
20244088,学生4088,90,64,98,47,63,62
20244089,学生4089,48,63,61,69,52,53
20244090,学生4090,49,71,74,75,47,98
20244091,学生4091,65,45,68,94,92,48
20244092,学生4092,79,71,83,49,50,81
20244093,学生4093,66,59,85,81,76,81
20244094,学生4094,64,57,92,65,68,74
20244095,学生4095,52,96,59,74,86,85
20244096,学生4096,55,94,94,60,56,65
20244097,学生4097,67,62,97,67,56,67
20244098,学生4098,70,59,51,66,77,65
20244099,学生4099,81,54,76,42,70,92
20244100,学生4100,86,52,57,41,52,53
20244101,学生4101,99,78,61,55,77,71
20244102,学生4102,63,59,74,66,66,80
20244103,学生4103,61,90,97,80,62,52
20244104,学生4104,88,99,66,83,40,81
20244105,学生4105,100,86,77,71,94,88
20244106,学生4106,77,76,86,88,96,50
20244107,学生4107,57,48,57,68,53,45
20244108,学生4108,83,53,44,42,49,81
20244109,学生4109,77,99,58,48,84,86
20244110,学生4110,49,74,85,93,72,42
20244111,学生4111,45,55,92,74,94,40
20244112,学生4112,70,86,68,98,78,49
20244113,学生4113,67,43,71,66,84,83
20244114,学生4114,48,58,82,63,89,87
20244115,学生4115,87,72,97,46,62,88
20244116,学生4116,72,77,75,63,68,52
20244117,学生4117,81,59,74,48,90,57
20244118,学生4118,65,77,74,71,47,65
20244119,学生4119,73,85,62,82,42,60
20244120,学生4120,51,46,70,87,94,68
20244121,学生4121,51,54,65,81,42,73
20244122,学生4122,42,95,43,56,55,65
20244123,学生4123,66,50,92,57,65,63
20244124,学生4124,76,62,77,43,86,55
20244125,学生4125,60,99,87,49,86,45
20244126,学生4126,52,68,50,47,98,99
20244127,学生4127,54,47,82,64,64,51
20244128,学生4128,91,46,88,99,95,51
20244129,学生4129,60,50,86,71,70,95
20244130,学生4130,52,42,55,89,41,52
20244131,学生4131,91,42,88,95,84,63
20244132,学生4132,63,71,59,72,41,73
20244133,学生4133,76,44,84,50,90,42
20244134,学生4134,80,60,74,84,78,42
20244135,学生4135,96,41,56,46,93,74
20244136,学生4136,86,66,45,89,81,60
20244137,学生4137,49,53,44,70,43,79
20244138,学生4138,88,64,99,52,91,77
20244139,学生4139,45,59,98,43,73,46
20244140,学生4140,98,95,53,80,67,81
20244141,学生4141,74,89,78,47,100,46
20244142,学生4142,73,68,82,65,44,97
20244143,学生4143,89,84,82,83,80,85
20244144,学生4144,100,90,69,58,53,76
20244145,学生4145,91,95,78,77,64,95
20244146,学生4146,58,87,49,94,80,92
20244147,学生4147,82,48,62,82,52,79
20244148,学生4148,68,96,54,66,58,70
20244149,学生4149,85,71,40,94,45,71
20244150,学生4150,80,96,76,96,68,89
20244151,学生4151,74,47,86,92,54,41
20244152,学生4152,95,46,98,77,83,94
20244153,学生4153,90,80,88,79,57,100
20244154,学生4154,86,61,76,62,84,86
20244155,学生4155,62,52,42,43,48,93
20244156,学生4156,55,57,59,47,90,59
20244157,学生4157,70,49,53,49,77,95
20244158,学生4158,76,65,59,79,60,100
20244159,学生4159,63,42,55,61,66,61
20244160,学生4160,46,63,80,83,67,68
20244161,学生4161,60,51,93,42,47,62
20244162,学生4162,60,60,94,98,92,76
20244163,学生4163,100,90,65,63,45,54
20244164,学生4164,71,45,47,85,65,95
20244165,学生4165,71,46,71,93,90,66
20244166,学生4166,78,58,40,40,73,90
20244167,学生4167,69,95,69,100,68,57
20244168,学生4168,76,41,78,92,73,96
20244169,学生4169,96,44,67,64,56,82
20244170,学生4170,93,72,80,60,60,68
20244171,学生4171,94,47,91,91,55,97
20244172,学生4172,40,51,95,44,51,42
20244173,学生4173,75,93,79,96,55,52
20244174,学生4174,64,85,48,97,50,54
20244175,学生4175,73,64,43,68,43,90
20244176,学生4176,56,51,97,76,53,53
20244177,学生4177,97,40,74,95,86,53
20244178,学生4178,68,88,40,86,87,46
20244179,学生4179,78,56,64,90,95,70
20244180,学生4180,86,95,69,90,66,95
20244181,学生4181,75,47,74,44,81,66
20244182,学生4182,90,61,55,72,47,68
20244183,学生4183,62,52,77,74,92,68
20244184,学生4184,86,63,63,75,52,65
20244185,学生4185,62,56,65,89,100,95
20244186,学生4186,60,41,75,64,63,49
20244187,学生4187,40,62,76,99,86,68
20244188,学生4188,92,61,63,59,96,40
20244189,学生4189,58,64,65,99,83,95
20244190,学生4190,78,72,77,62,82,82
20244191,学生4191,72,56,52,73,84,87
20244192,学生4192,83,85,84,50,63,70
20244193,学生4193,88,97,73,67,60,100
20244194,学生4194,57,95,60,82,65,58
20244195,学生4195,72,88,83,84,67,60
20244196,学生4196,73,49,52,99,100,80
20244197,学生4197,69,55,59,96,41,93
20244198,学生4198,67,85,70,54,95,53
20244199,学生4199,81,75,73,81,58,87
20244200,学生4200,67,79,60,74,95,48
20244201,学生4201,63,61,45,53,51,71
20244202,学生4202,81,78,91,86,67,45
20244203,学生4203,66,87,96,75,85,68
20244204,学生4204,75,70,85,67,41,61
20244205,学生4205,77,73,74,68,96,43
20244206,学生4206,87,49,50,42,61,84
20244207,学生4207,49,72,58,54,83,63
20244208,学生4208,64,41,63,84,70,56
20244209,学生4209,96,72,55,48,87,64
20244210,学生4210,57,99,95,69,76,43
20244211,学生4211,74,91,95,82,53,48
20244212,学生4212,79,72,97,75,42,45
20244213,学生4213,52,59,90,68,80,50
20244214,学生4214,97,96,86,53,46,53
20244215,学生4215,43,80,84,40,47,99
20244216,学生4216,94,68,98,61,81,72
20244217,学生4217,88,96,81,67,55,71
20244218,学生4218,76,92,91,83,58,49
20244219,学生4219,94,73,79,78,40,90
20244220,学生4220,46,78,91,52,67,49
20244221,学生4221,62,50,47,58,74,92
20244222,学生4222,60,43,95,92,71,53
20244223,学生4223,57,41,82,74,65,77
20244224,学生4224,66,100,87,66,73,87
20244225,学生4225,62,64,40,87,84,99
20244226,学生4226,77,69,74,98,75,85
20244227,学生4227,86,93,94,97,80,89
20244228,学生4228,47,85,69,64,84,77
20244229,学生4229,56,62,89,58,56,52
20244230,学生4230,85,41,61,53,53,47
20244231,学生4231,75,64,92,72,41,55
20244232,学生4232,65,93,52,64,48,65
20244233,学生4233,62,69,91,99,49,52
20244234,学生4234,76,96,98,52,71,62
20244235,学生4235,77,56,62,96,77,100
20244236,学生4236,68,90,68,42,97,72
20244237,学生4237,88,91,46,93,85,51
20244238,学生4238,64,64,66,51,76,78
20244239,学生4239,47,77,90,54,46,60
20244240,学生4240,54,62,95,49,73,72
20244241,学生4241,57,81,84,77,55,64
20244242,学生4242,68,95,76,80,78,99
20244243,学生4243,70,58,70,54,70,96
20244244,学生4244,69,53,52,97,91,85
20244245,学生4245,89,82,93,84,83,55
20244246,学生4246,81,41,56,49,53,87
20244247,学生4247,70,63,43,98,43,74
20244248,学生4248,45,78,63,66,40,52
20244249,学生4249,85,64,87,47,61,95
20244250,学生4250,53,96,43,98,61,82
20244251,学生4251,44,93,83,100,82,55
20244252,学生4252,97,85,92,84,86,44
20244253,学生4253,94,52,86,54,91,45
20244254,学生4254,94,41,48,59,91,42
20244255,学生4255,78,57,66,56,91,94
20244256,学生4256,64,65,66,76,78,43
20244257,学生4257,48,96,54,73,50,46
20244258,学生4258,87,86,69,91,53,94
20244259,学生4259,61,52,40,53,83,59
20244260,学生4260,87,55,93,56,78,67
20244261,学生4261,88,41,71,72,43,77
20244262,学生4262,49,88,74,66,84,42
20244263,学生4263,99,54,83,56,55,99
20244264,学生4264,94,50,68,98,71,60
20244265,学生4265,54,53,68,45,73,81
20244266,学生4266,66,92,48,52,88,85
20244267,学生4267,83,66,92,50,44,91
20244268,学生4268,53,60,59,69,71,94
20244269,学生4269,53,50,99,56,94,58
20244270,学生4270,43,91,46,59,89,56
20244271,学生4271,41,44,80,77,95,43
20244272,学生4272,53,50,93,47,94,79
20244273,学生4273,63,55,88,87,46,91
20244274,学生4274,60,93,91,67,84,92
20244275,学生4275,98,65,77,66,72,73
20244276,学生4276,89,71,78,94,88,94
20244277,学生4277,84,65,70,70,90,70
20244278,学生4278,81,48,40,61,48,60
20244279,学生4279,57,78,40,97,61,47
20244280,学生4280,67,60,88,70,73,67
20244281,学生4281,43,81,98,99,80,49
20244282,学生4282,51,100,98,98,88,40
20244283,学生4283,75,41,63,53,94,71
20244284,学生4284,77,84,80,83,47,73
20244285,学生4285,96,70,64,49,48,50
20244286,学生4286,41,66,88,41,91,43
20244287,学生4287,92,69,83,73,58,41
20244288,学生4288,43,94,74,72,93,42
20244289,学生4289,78,99,66,53,59,97
20244290,学生4290,80,77,59,85,76,66
20244291,学生4291,73,60,62,65,66,56
20244292,学生4292,93,45,88,99,84,93
20244293,学生4293,47,80,72,99,96,79
20244294,学生4294,49,49,55,82,86,79
20244295,学生4295,83,57,53,69,56,90
20244296,学生4296,62,64,70,62,84,45
20244297,学生4297,43,100,41,44,88,52
20244298,学生4298,98,85,57,67,71,63
20244299,学生4299,69,83,63,42,61,92
20244300,学生4300,52,58,57,46,85,91
20244301,学生4301,75,60,69,58,53,67
20244302,学生4302,82,67,100,68,45,47
20244303,学生4303,96,81,77,91,74,86
20244304,学生4304,46,91,75,83,90,70
20244305,学生4305,48,70,54,60,43,85
20244306,学生4306,96,40,64,90,100,83
20244307,学生4307,61,88,59,98,53,76
20244308,学生4308,54,46,55,89,100,82
20244309,学生4309,50,87,82,47,99,65
20244310,学生4310,87,72,88,80,51,95
20244311,学生4311,84,58,49,45,72,87
20244312,学生4312,42,93,54,63,40,90
20244313,学生4313,89,81,84,51,63,97
20244314,学生4314,100,45,89,71,58,72
20244315,学生4315,81,76,79,97,76,61
20244316,学生4316,45,81,51,65,80,84
20244317,学生4317,87,92,65,54,75,48
20244318,学生4318,85,54,40,41,58,85
20244319,学生4319,63,42,41,42,73,80
20244320,学生4320,55,77,47,49,56,82
20244321,学生4321,73,96,88,44,42,61
20244322,学生4322,79,55,48,68,75,70
20244323,学生4323,97,86,77,50,51,57
20244324,学生4324,95,65,92,87,44,50
20244325,学生4325,62,88,89,91,62,95
20244326,学生4326,85,99,79,52,60,48
20244327,学生4327,47,56,61,99,54,98
20244328,学生4328,77,97,65,57,56,100
20244329,学生4329,98,40,55,48,55,51
20244330,学生4330,58,72,87,82,51,62
20244331,学生4331,83,97,73,53,45,49
20244332,学生4332,92,94,61,67,74,81
20244333,学生4333,68,41,66,89,89,41
20244334,学生4334,56,46,71,62,100,83
20244335,学生4335,46,47,41,89,96,60
20244336,学生4336,66,98,77,100,87,63
20244337,学生4337,86,41,51,73,82,71
20244338,学生4338,95,88,41,89,73,76
20244339,学生4339,96,81,76,93,81,74
20244340,学生4340,77,71,78,73,84,76
20244341,学生4341,44,87,99,45,40,90
20244342,学生4342,71,91,41,42,54,40
20244343,学生4343,43,40,95,40,64,44
20244344,学生4344,53,78,87,99,44,97
20244345,学生4345,87,70,74,52,46,81
20244346,学生4346,84,41,83,75,67,64
20244347,学生4347,93,54,77,64,84,49
20244348,学生4348,52,52,60,83,87,51
20244349,学生4349,90,61,85,73,55,88
20244350,学生4350,68,42,41,52,46,63
20244351,学生4351,97,98,57,55,74,75
20244352,学生4352,42,91,76,92,69,69
20244353,学生4353,65,84,90,42,75,66
20244354,学生4354,64,54,66,69,98,52
20244355,学生4355,55,42,52,96,100,95
20244356,学生4356,46,78,88,82,68,53
20244357,学生4357,100,54,91,41,43,71
20244358,学生4358,94,86,52,45,89,79
20244359,学生4359,40,94,46,84,63,77
20244360,学生4360,100,53,88,55,97,69
20244361,学生4361,67,48,51,50,93,55
20244362,学生4362,84,58,63,48,43,91
20244363,学生4363,78,66,56,95,47,54
20244364,学生4364,81,48,84,48,84,94
20244365,学生4365,40,53,60,80,87,67
20244366,学生4366,90,77,93,62,90,94
20244367,学生4367,53,54,45,60,55,75
20244368,学生4368,52,79,50,91,81,68
20244369,学生4369,90,77,60,75,85,61
20244370,学生4370,98,95,93,75,40,43
20244371,学生4371,84,80,41,99,96,43
20244372,学生4372,81,49,81,61,87,70
20244373,学生4373,57,98,98,83,66,55
20244374,学生4374,50,47,82,58,55,89
20244375,学生4375,85,56,40,98,97,80
20244376,学生4376,57,51,70,70,50,45
20244377,学生4377,98,44,96,77,88,94
20244378,学生4378,74,55,40,92,93,77
20244379,学生4379,57,42,46,64,98,83
20244380,学生4380,68,46,93,86,89,97
20244381,学生4381,50,95,99,66,100,63
20244382,学生4382,56,64,81,80,80,100
20244383,学生4383,98,54,53,82,65,79
20244384,学生4384,73,85,99,41,70,63
20244385,学生4385,93,91,78,56,48,77
20244386,学生4386,57,96,60,91,62,53
20244387,学生4387,78,56,49,56,52,58
20244388,学生4388,42,64,79,99,46,92
20244389,学生4389,63,76,94,54,46,61
20244390,学生4390,78,78,86,90,83,81
20244391,学生4391,75,85,72,59,65,55
20244392,学生4392,96,49,52,63,93,87
20244393,学生4393,92,84,92,85,75,79
20244394,学生4394,98,66,94,53,43,73
20244395,学生4395,98,42,71,66,94,62
20244396,学生4396,66,78,54,88,53,100
20244397,学生4397,82,88,78,75,53,64
20244398,学生4398,88,85,91,48,42,82
20244399,学生4399,62,43,99,66,64,66
20244400,学生4400,80,54,99,55,82,71
20244401,学生4401,78,44,68,97,60,58
20244402,学生4402,41,79,52,85,94,45
20244403,学生4403,40,43,45,52,58,64
20244404,学生4404,48,85,86,81,61,44
20244405,学生4405,47,81,41,70,91,95
20244406,学生4406,65,84,46,57,94,71
20244407,学生4407,74,41,86,65,40,100
20244408,学生4408,87,96,55,100,46,76
20244409,学生4409,98,87,56,89,90,91
20244410,学生4410,51,90,52,59,95,95
20244411,学生4411,77,90,50,83,47,76
20244412,学生4412,67,97,69,54,51,68
20244413,学生4413,56,63,73,55,69,58
20244414,学生4414,75,60,76,79,56,75
20244415,学生4415,90,69,72,91,42,57
20244416,学生4416,41,46,94,81,47,80
20244417,学生4417,77,91,83,66,96,40
20244418,学生4418,71,43,79,55,68,89
20244419,学生4419,49,84,61,59,93,46
20244420,学生4420,73,53,71,53,76,42
20244421,学生4421,42,64,54,62,74,76
20244422,学生4422,92,64,80,95,95,97
20244423,学生4423,90,65,73,50,73,69
20244424,学生4424,51,80,66,67,98,44
20244425,学生4425,53,67,62,63,68,79
20244426,学生4426,50,64,62,83,72,66
20244427,学生4427,50,75,52,45,47,62
20244428,学生4428,99,65,81,83,89,85
20244429,学生4429,89,62,51,72,43,99
20244430,学生4430,57,97,87,69,63,93
20244431,学生4431,61,42,93,99,62,80
20244432,学生4432,43,56,65,46,43,72
20244433,学生4433,74,71,71,41,88,56
20244434,学生4434,61,67,88,61,96,96
20244435,学生4435,79,42,53,88,40,98
20244436,学生4436,58,50,78,75,89,75
20244437,学生4437,42,77,80,49,49,97
20244438,学生4438,66,73,78,87,98,76
20244439,学生4439,92,98,69,50,66,46
20244440,学生4440,48,77,58,62,98,60
20244441,学生4441,75,93,83,44,55,88
20244442,学生4442,98,91,48,51,90,98
20244443,学生4443,50,89,81,77,69,58
20244444,学生4444,80,84,52,64,55,81
20244445,学生4445,61,86,97,46,80,83
20244446,学生4446,48,98,41,86,40,98
20244447,学生4447,70,73,65,41,77,71
20244448,学生4448,60,70,87,82,92,72
20244449,学生4449,100,67,82,46,97,58
20244450,学生4450,75,100,45,66,52,89
20244451,学生4451,74,44,76,91,61,86
20244452,学生4452,87,42,65,79,70,82
20244453,学生4453,96,45,49,88,56,77
20244454,学生4454,70,47,65,96,83,79
20244455,学生4455,98,75,57,100,87,68
20244456,学生4456,47,78,70,67,41,72
20244457,学生4457,84,40,76,93,74,95
20244458,学生4458,65,76,52,52,57,45
20244459,学生4459,63,65,72,80,98,40
20244460,学生4460,57,48,52,99,57,70
20244461,学生4461,69,99,58,50,75,66
20244462,学生4462,56,98,81,41,80,59
20244463,学生4463,90,57,46,64,43,44
20244464,学生4464,45,40,52,44,94,96
20244465,学生4465,62,88,95,43,78,47
20244466,学生4466,76,86,40,76,63,100
20244467,学生4467,48,77,70,66,66,84
20244468,学生4468,50,63,90,54,55,94
20244469,学生4469,94,62,95,93,65,45
20244470,学生4470,47,80,71,63,99,83
20244471,学生4471,93,81,53,69,44,86
20244472,学生4472,52,57,72,57,75,41
20244473,学生4473,72,88,71,72,96,86
20244474,学生4474,79,94,77,62,60,56
20244475,学生4475,94,83,58,61,94,65
